iter	MultiClass
487	0.009259460743
488	0.009238352652
489	0.00922576914
490	0.009202801892
491	0.009175253044
492	0.009152620827
493	0.009132164539
494	0.009124708681
495	0.009100306981
496	0.009082305584
497	0.009067631906
498	0.009047294601
499	0.00902591104
500	0.00901192738
501	0.008992443941
502	0.008977402911
503	0.008961928156
504	0.008945146952
505	0.00893435925
506	0.008924759328
507	0.008911597974
508	0.008882753896
509	0.008869925089
510	0.008852589118
511	0.008834562195
512	0.008809403161
513	0.008786255845
514	0.008770671799
515	0.00875185347
516	0.008733828397
517	0.008706114978
518	0.008681350416
519	0.008658725752
520	0.008642899118
521	0.008620964439
522	0.00860025275
523	0.008575310467
524	0.008559992591
525	0.008530248602
526	0.008516319353
527	0.008496315787
528	0.008480337936
529	0.008449584264
530	0.008439183691
531	0.008406756649
532	0.008395749937
533	0.008380274951
534	0.008357041707
535	0.008342371346
536	0.008315853761
537	0.008298522936
538	0.008284341742
539	0.008270418387
540	0.00824968409
541	0.008228794417
542	0.008212826361
543	0.008204048312
544	0.008189706085
545	0.008170735894
546	0.008160489441
547	0.008137276797
548	0.008118895691
549	0.008102100275
550	0.008082846655
551	0.008068770008
552	0.008054294769
553	0.008044211178
554	0.008031922065
555	0.008012643413
556	0.007996693291
557	0.007986988748
558	0.007975386157
559	0.00796287025
560	0.007949201031
561	0.007929360628
562	0.007909498543
563	0.007898554219
564	0.007884099485
565	0.007876317729
566	0.007863497867
567	0.0078543747
568	0.007843673284
569	0.007833910918
570	0.007807279739
571	0.007793000942
572	0.007778474253
573	0.007770988844
574	0.007753467734
575	0.007743125244
576	0.00772533089
577	0.0076962238
578	0.00768111948
579	0.007675694094
580	0.007658989123
581	0.007646492365
582	0.007622175509
583	0.007613256789
584	0.007605417092
585	0.007592320768
586	0.007580065561
587	0.007569107391
588	0.007553254961
589	0.007541533574
590	0.007526654927
591	0.007519894162
592	0.007500834415
593	0.007486305822
594	0.007471238381
595	0.007464135048
596	0.007445817346
597	0.007434354423
598	0.007425508859
599	0.007407926775
600	0.007393946305
601	0.007371095788
602	0.007360442923
603	0.00735315852
604	0.007338525956
605	0.007319091802
606	0.007308189754
607	0.007295999648
608	0.007288719465
609	0.007279788699
610	0.007270044799
611	0.007257914059
612	0.007244868588
613	0.00723021729
614	0.007212401721
615	0.007200583082
616	0.007194404667
617	0.007180992867
618	0.007174696015
619	0.007162816776
620	0.007140460736
621	0.007125410694
622	0.007114424457
623	0.007109463734
624	0.007098078113
625	0.007088964314
626	0.00706510716
627	0.007054176403
628	0.007046864237
629	0.007037765684
630	0.007021237879
631	0.00701319804
632	0.007002514469
633	0.006994593302
634	0.006985368404
635	0.006974297003
636	0.006963488408
637	0.006951902693
638	0.006940697456
639	0.006922148201
640	0.006915392089
641	0.006904026971
642	0.006890491966
643	0.00687772576
644	0.006868772194
645	0.006858903761
646	0.006845302522
647	0.006829196235
648	0.006821792111
649	0.006811957756
650	0.006800013886
651	0.006793768179
652	0.00678252718
653	0.006773652407
654	0.006765543052
655	0.00674920349
656	0.006740390436
657	0.006731045477
658	0.006719170733
659	0.006705583743
660	0.00669320561
661	0.006685433447
662	0.00667963408
663	0.006659545245
664	0.006653323592
665	0.006640049556
666	0.006620477012
667	0.006610452093
668	0.006593399897
669	0.006587671651
670	0.006574451609
671	0.00656149904
672	0.006551205378
673	0.006542294563
674	0.006535762505
675	0.006529535893
676	0.006520582125
677	0.006511174941
678	0.006504694381
679	0.0064956602
680	0.006484568753
681	0.006477782089
682	0.006466273303
683	0.006453193366
684	0.006445227524
685	0.006432352365
686	0.006422454651
687	0.006406241114
688	0.006397686262
689	0.006385838755
690	0.006378414122
691	0.00637055477
692	0.006363358791
693	0.006350297107
694	0.006341694053
695	0.006332537356
696	0.006318830811
697	0.006311318348
698	0.006297940182
699	0.006290559462
700	0.00628650853
701	0.006274446819
702	0.006263709399
703	0.006253405919
704	0.006243108803
705	0.006231401519
706	0.006225699562
707	0.006218867646
708	0.006211874552
709	0.00620398781
710	0.006193560657
711	0.006182298353
712	0.006171526711
713	0.006164050008
714	0.006151687426
715	0.006141755033
716	0.00613387275
717	0.006127546877
718	0.00611995151
719	0.006108845296
720	0.006100714346
721	0.006096771002
722	0.006091859762
723	0.006088184111
724	0.006080781152
725	0.00607699282
726	0.006067902951
727	0.006063474277
728	0.006058362504
729	0.006052800274
730	0.00604072449
731	0.006033911245
732	0.006021497687
733	0.006017233305
734	0.006011830103
735	0.006006000251
736	0.005993566884
737	0.005984462429
738	0.005975896304
739	0.005970924958
740	0.005963650885
741	0.005953049831
742	0.005943753973
743	0.005934770676
744	0.005925112044
745	0.005917651866
746	0.005908702033
747	0.005897675688
748	0.00588475127
749	0.005880964327
750	0.005868831111
751	0.005861952261
752	0.00585551695
753	0.005851350946
754	0.005843410195
755	0.005834313672
756	0.005822567033
757	0.005814154974
758	0.005806630767
759	0.005802018071
760	0.005798428814
761	0.005795636869
762	0.005792082012
763	0.005787278215
764	0.005780066508
765	0.005768034658
766	0.005760943757
767	0.005754891136
768	0.005751601623
769	0.005743284164
770	0.005740312429
771	0.005727262706
772	0.005718054678
773	0.005711226285
774	0.005702223616
775	0.005685286904
776	0.005679718566
777	0.005672568577
778	0.005662632899
779	0.005658752613
780	0.005652732866
781	0.005643121199
782	0.005630505548
783	0.005618540038
784	0.005606571301
785	0.005603008654
786	0.005591741046
787	0.005581974127
788	0.005572128589
789	0.005562380057
790	0.005555401342
791	0.005545539735
792	0.005532062912
793	0.005522188916
794	0.005513102162
795	0.005507083595
796	0.005492686928
797	0.005487039739
798	0.005480478656
799	0.005472883545
800	0.005465792518
801	0.005456209142
802	0.00544552242
803	0.005437017155
804	0.005431840547
805	0.005421825855
806	0.00541299825
807	0.005408746092
808	0.005400146976
809	0.005395808006
810	0.005387901877
811	0.005378206409
812	0.0053730699
813	0.005368610773
814	0.005364095096
815	0.005354648957
816	0.005347559835
817	0.005339222832
818	0.005335067599
819	0.005320813296
820	0.005313749392
821	0.005305978059
822	0.0053001381
823	0.005291484808
824	0.00528695238
825	0.005279897491
826	0.005271855723
827	0.005261614927
828	0.005253773624
829	0.00524473692
830	0.005239039594
831	0.005234952341
832	0.005230592711
833	0.005225477814
834	0.005220415729
835	0.005213303194
836	0.005209417263
837	0.005203314145
838	0.005199546965
839	0.005196952403
840	0.005188807146
841	0.005182302499
842	0.005173572216
843	0.005166727062
844	0.005163687479
845	0.005155984047
846	0.005147499842
847	0.005140820838
848	0.005133860223
849	0.005128539387
850	0.005121877677
851	0.00511293776
852	0.005105386548
853	0.005100961113
854	0.005096100067
855	0.005089717658
856	0.005081305718
857	0.005075168536
858	0.005071046978
859	0.005067053919
860	0.005062853831
861	0.005057781627
862	0.005051000008
863	0.005045475983
864	0.005036661355
865	0.005031915555
866	0.005022000886
867	0.005014176883
868	0.005010373783
869	0.004999754092
870	0.004990076507
871	0.00498583245
872	0.004981109598
873	0.004977829749
874	0.004970898201
875	0.004962875973
876	0.004953520248
877	0.004947877643
878	0.004940123828
879	0.00493084759
880	0.004922997376
881	0.004920301997
882	0.004912471983
883	0.004909439933
884	0.004905751109
885	0.004899614208
886	0.004895000041
887	0.004888531634
888	0.004882117561
889	0.00487636555
890	0.004865062331
891	0.004859962071
892	0.004855809796
893	0.004843970882
894	0.004838520508
895	0.004833471241
896	0.00482179325
897	0.004814974862
898	0.004807388343
899	0.004798732357
900	0.004794297403
901	0.004789506222
902	0.004786200503
903	0.004781592492
904	0.004779302718
905	0.004775165639
906	0.004771844665
907	0.00476666647
908	0.004763635114
909	0.004757585985
910	0.004749614334
911	0.004743892845
912	0.004741311142
913	0.004738060998
914	0.004732030873
915	0.004725855271
916	0.004722371747
917	0.004713414785
918	0.00470968711
919	0.004705485095
920	0.004699053948
921	0.004694643694
922	0.004688389576
923	0.004680778698
924	0.004676297246
925	0.00467034153
926	0.004665515155
927	0.004661316746
928	0.004656024386
929	0.004649945821
930	0.004644291149
931	0.004638056996
932	0.00463027308
933	0.004621812667
934	0.004614916088
935	0.004610741542
936	0.004604690726
937	0.004600137214
938	0.004595138908
939	0.004589962283
940	0.004583477867
941	0.004581100285
942	0.004574744334
943	0.0045682435
944	0.004563539019
945	0.004559429563
946	0.004555456474
947	0.004549283144
948	0.00454488611
949	0.004539271451
950	0.004534565793
951	0.004530208012
952	0.004526080949
953	0.00451707381
954	0.004512965113
955	0.004506730946
956	0.004501531769
957	0.004496597433
958	0.004492486041
959	0.004484893219
960	0.004479627719
961	0.004475463408
962	0.004469449098
963	0.004462255468
964	0.004460229597
965	0.004455293771
966	0.004450989292
967	0.004447430505
968	0.004442113801
969	0.004436570113
970	0.004430479858
971	0.004426864579
972	0.004422472476
973	0.004418759999
974	0.004414429705
975	0.004406488658
976	0.004402377973
977	0.004397432128
978	0.00439404658
979	0.004384645381
980	0.004380697059
981	0.004377738879
982	0.004373125884
983	0.004367965173
984	0.004365259992
985	0.004361760552
986	0.004356423209
987	0.004350017087
988	0.004348035351
989	0.004344479245
990	0.004342571444
991	0.004338109406
992	0.004335660323
993	0.004331876758
994	0.004326704552
995	0.004321519624
996	0.004317987248
997	0.004311269588
998	0.004303205322
999	0.004299959058
